Delivery Number: 5, Reason: Missing Weight
Delivery Number: 868522, Reason: Missing Area
Delivery Number: 868526, Reason: Missing Priority
Delivery Number: 868547, Reason: Missing Weight
Delivery Number: 868557, Reason: Weight cannot be zero or negative
Delivery Number: 868570, Reason: Missing Area
Delivery Number: 868578, Reason: Weight exceeds capacity
Delivery Number: 868587, Reason: Weight cannot be zero or negative
Delivery Number: 868595, Reason: Missing Area
Delivery Number: 868617, Reason: Missing Area
Delivery Number: 868625, Reason: Missing Weight
Delivery Number: 868630, Reason: Weight cannot be zero or negative
Delivery Number: 868687, Reason: Weight cannot be zero or negative
Delivery Number: 868697, Reason: Weight cannot be zero or negative
Delivery Number: 868714, Reason: Missing Priority
Delivery Number: 868720, Reason: Weight exceeds capacity
Delivery Number: 868754, Reason: Weight exceeds capacity
Delivery Number: 868767, Reason: Missing Area
Delivery Number: 868796, Reason: Weight cannot be zero or negative
Delivery Number: 868804, Reason: Missing Weight
Delivery Number: 868805, Reason: Missing Priority
Delivery Number: 868821, Reason: Missing Weight
Delivery Number: 868849, Reason: Weight exceeds capacity
Delivery Number: 868869, Reason: Missing Area
Delivery Number: 868872, Reason: Weight exceeds capacity
Delivery Number: 868880, Reason: Missing Area
Delivery Number: 868886, Reason: Weight exceeds capacity
Delivery Number: 868916, Reason: Missing Weight
Delivery Number: 868918, Reason: Weight cannot be zero or negative
Delivery Number: 868926, Reason: Missing Weight
Delivery Number: 868981, Reason: Weight exceeds capacity
Delivery Number: 868985, Reason: Missing Priority
Delivery Number: 868987, Reason: Weight exceeds capacity
Delivery Number: 869000, Reason: Weight cannot be zero or negative
Delivery Number: 869001, Reason: Missing Area
Delivery Number: 869018, Reason: Missing Weight
Delivery Number: 869047, Reason: Weight cannot be zero or negative
Delivery Number: 869048, Reason: Missing Weight
Delivery Number: 869052, Reason: Weight cannot be zero or negative
Delivery Number: 869068, Reason: Missing Area
Delivery Number: 869072, Reason: Weight cannot be zero or negative
Delivery Number: 869082, Reason: Missing Area
Delivery Number: 869095, Reason: Missing Area
Delivery Number: 869099, Reason: Missing Area
Delivery Number: 869117, Reason: Missing Weight
Delivery Number: 869123, Reason: Missing Area
Delivery Number: 869132, Reason: Weight cannot be zero or negative
Delivery Number: 869149, Reason: Missing Weight
Delivery Number: 869158, Reason: Missing Weight
Delivery Number: 869175, Reason: Missing Weight
Delivery Number: 869210, Reason: Missing Area
Delivery Number: 869211, Reason: Missing Priority
Delivery Number: 869217, Reason: Missing Priority
Delivery Number: 869223, Reason: Weight cannot be zero or negative
Delivery Number: 869227, Reason: Weight exceeds capacity
Delivery Number: 869246, Reason: Missing Area
Delivery Number: 869253, Reason: Weight cannot be zero or negative
Delivery Number: 869274, Reason: Weight cannot be zero or negative
Delivery Number: 869278, Reason: Missing Area
Delivery Number: 869290, Reason: Missing Weight
Delivery Number: 869299, Reason: Missing Priority
Delivery Number: 869305, Reason: Missing Area
Delivery Number: 869310, Reason: Weight cannot be zero or negative
Delivery Number: 869311, Reason: Missing Area
Delivery Number: 869361, Reason: Missing Priority
Delivery Number: 869388, Reason: Weight cannot be zero or negative
Delivery Number: 869389, Reason: Missing Area
Delivery Number: 869397, Reason: Missing Weight
Delivery Number: 869399, Reason: Missing Weight
Delivery Number: 869410, Reason: Missing Priority
Delivery Number: 869416, Reason: Missing Area
Delivery Number: 869430, Reason: Weight cannot be zero or negative
Delivery Number: 869440, Reason: Weight cannot be zero or negative
Delivery Number: 869447, Reason: Missing Area
Delivery Number: 869449, Reason: Missing Priority
Delivery Number: 869462, Reason: Missing Area
Delivery Number: 869467, Reason: Missing Weight
Delivery Number: 869470, Reason: Weight exceeds capacity
Delivery Number: 869472, Reason: Weight cannot be zero or negative
Delivery Number: 869499, Reason: Weight cannot be zero or negative
Delivery Number: 869511, Reason: Weight exceeds capacity
Delivery Number: 869513, Reason: Weight cannot be zero or negative
Delivery Number: 869517, Reason: Weight exceeds capacity
Delivery Number: 869519, Reason: Missing Area
Delivery Number: 869525, Reason: Missing Area
Delivery Number: 869527, Reason: Missing Weight
Delivery Number: 869539, Reason: Missing Weight
Delivery Number: 869540, Reason: Missing Area
Delivery Number: 869554, Reason: Missing Weight
Delivery Number: 869558, Reason: Weight cannot be zero or negative
Delivery Number: 869572, Reason: Weight cannot be zero or negative
Delivery Number: 869577, Reason: Weight cannot be zero or negative
Delivery Number: 869586, Reason: Missing Area
Delivery Number: 869622, Reason: Missing Area
Delivery Number: 869644, Reason: Missing Area
Delivery Number: 869646, Reason: Missing Area
Delivery Number: 869705, Reason: Weight exceeds capacity
Delivery Number: 869712, Reason: Missing Priority
Delivery Number: 869713, Reason: Missing Weight
Delivery Number: 869739, Reason: Missing Priority
Delivery Number: 869750, Reason: Missing Area
Delivery Number: 869759, Reason: Weight cannot be zero or negative
Delivery Number: 869760, Reason: Weight exceeds capacity
Delivery Number: 869769, Reason: Weight cannot be zero or negative
Delivery Number: 869828, Reason: Missing Area
Delivery Number: 869841, Reason: Missing Area
Delivery Number: 869919, Reason: Weight exceeds capacity
Delivery Number: 869952, Reason: Weight cannot be zero or negative
Delivery Number: 869957, Reason: Missing Area
Delivery Number: 869960, Reason: Missing Weight
Delivery Number: 869979, Reason: Weight cannot be zero or negative
Delivery Number: 870018, Reason: Missing Weight
Delivery Number: 870043, Reason: Weight cannot be zero or negative
Delivery Number: 870045, Reason: Missing Priority
Delivery Number: 870049, Reason: Weight cannot be zero or negative
Delivery Number: 870059, Reason: Weight cannot be zero or negative
Delivery Number: 870063, Reason: Missing Weight
Delivery Number: 870067, Reason: Missing Area
Delivery Number: 870069, Reason: Weight cannot be zero or negative
Delivery Number: 870096, Reason: Weight cannot be zero or negative
Delivery Number: 870105, Reason: Weight exceeds capacity
Delivery Number: 870118, Reason: Weight cannot be zero or negative
Delivery Number: 870132, Reason: Missing Weight
Delivery Number: 870136, Reason: Missing Area
Delivery Number: 870142, Reason: Missing Area
Delivery Number: 870153, Reason: Missing Priority
Delivery Number: 870209, Reason: Missing Weight
Delivery Number: 870250, Reason: Weight exceeds capacity
Delivery Number: 870256, Reason: Weight cannot be zero or negative
Delivery Number: 870260, Reason: Weight cannot be zero or negative
Delivery Number: 870281, Reason: Weight cannot be zero or negative
Delivery Number: 870284, Reason: Missing Weight
Delivery Number: 870293, Reason: Weight cannot be zero or negative
Delivery Number: 870309, Reason: Weight cannot be zero or negative
Delivery Number: 870311, Reason: Missing Area
Delivery Number: 870315, Reason: Weight cannot be zero or negative
Delivery Number: 870336, Reason: Weight exceeds capacity
Delivery Number: 870348, Reason: Missing Priority
Delivery Number: 870355, Reason: Missing Area
Delivery Number: 870357, Reason: Missing Priority
Delivery Number: 870369, Reason: Missing Weight
Delivery Number: 870376, Reason: Missing Area
Delivery Number: 870380, Reason: Weight cannot be zero or negative
Delivery Number: 870381, Reason: Missing Area
Delivery Number: 870386, Reason: Missing Area
Delivery Number: 870406, Reason: Missing Priority
Delivery Number: 870426, Reason: Missing Priority
Delivery Number: 870432, Reason: Missing Priority
Delivery Number: 870445, Reason: Missing Area
Delivery Number: 870447, Reason: Missing Area
Delivery Number: 870471, Reason: Missing Priority
Delivery Number: 870486, Reason: Weight exceeds capacity
Delivery Number: 870518, Reason: Missing Priority
Delivery Number: 870534, Reason: Missing Area
Delivery Number: 870543, Reason: Weight exceeds capacity
Delivery Number: 870556, Reason: Weight exceeds capacity
Delivery Number: 870611, Reason: Missing Weight
Delivery Number: 870616, Reason: Missing Weight
Delivery Number: 870624, Reason: Weight cannot be zero or negative
Delivery Number: 870626, Reason: Missing Weight
Delivery Number: 870629, Reason: Missing Area
Delivery Number: 870651, Reason: Weight cannot be zero or negative
Delivery Number: 870658, Reason: Weight cannot be zero or negative
Delivery Number: 870659, Reason: Missing Area
Delivery Number: 870687, Reason: Weight cannot be zero or negative
Delivery Number: 870696, Reason: Weight exceeds capacity
Delivery Number: 870702, Reason: Missing Area
Delivery Number: 870732, Reason: Weight cannot be zero or negative
Delivery Number: 870759, Reason: Missing Area
Delivery Number: 870775, Reason: Missing Priority
Delivery Number: 870781, Reason: Missing Area
Delivery Number: 870786, Reason: Missing Priority
Delivery Number: 870789, Reason: Missing Area
Delivery Number: 870821, Reason: Weight exceeds capacity
Delivery Number: 870823, Reason: Missing Priority
Delivery Number: 870849, Reason: Missing Area
Delivery Number: 870850, Reason: Weight cannot be zero or negative
Delivery Number: 870863, Reason: Missing Area
Delivery Number: 870876, Reason: Missing Weight
Delivery Number: 870885, Reason: Missing Weight
Delivery Number: 870893, Reason: Weight cannot be zero or negative
Delivery Number: 870894, Reason: Weight cannot be zero or negative
Delivery Number: 870895, Reason: Missing Priority
Delivery Number: 870898, Reason: Weight exceeds capacity
Delivery Number: 870905, Reason: Weight exceeds capacity
Delivery Number: 870916, Reason: Weight exceeds capacity
Delivery Number: 870935, Reason: Missing Priority
Delivery Number: 870945, Reason: Missing Priority
Delivery Number: 870962, Reason: Missing Area
Delivery Number: 870968, Reason: Missing Area
Delivery Number: 870980, Reason: Missing Area
Delivery Number: 870981, Reason: Missing Priority
Delivery Number: 870989, Reason: Missing Area
Delivery Number: 870996, Reason: Missing Area
Delivery Number: 871006, Reason: Missing Area
Delivery Number: 871018, Reason: Missing Weight
Delivery Number: 871024, Reason: Missing Priority
Delivery Number: 871036, Reason: Weight exceeds capacity
Delivery Number: 871052, Reason: Weight cannot be zero or negative
Delivery Number: 871069, Reason: Missing Area
Delivery Number: 871084, Reason: Weight cannot be zero or negative
Delivery Number: 871085, Reason: Missing Area
Delivery Number: 871089, Reason: Missing Weight
Delivery Number: 871091, Reason: Missing Weight
Delivery Number: 871092, Reason: Weight cannot be zero or negative
Delivery Number: 871106, Reason: Missing Weight
Delivery Number: 871133, Reason: Missing Weight
Delivery Number: 871138, Reason: Weight exceeds capacity
Delivery Number: 871142, Reason: Weight exceeds capacity
Delivery Number: 871163, Reason: Missing Area
Delivery Number: 871180, Reason: Missing Area
Delivery Number: 871280, Reason: Weight exceeds capacity
Delivery Number: 871284, Reason: Missing Area
Delivery Number: 871286, Reason: Missing Area
Delivery Number: 871386, Reason: Weight cannot be zero or negative
Delivery Number: 871404, Reason: Missing Weight
Delivery Number: 871444, Reason: Missing Priority
Delivery Number: 871459, Reason: Weight cannot be zero or negative
Delivery Number: 871477, Reason: Weight cannot be zero or negative
Delivery Number: 871481, Reason: Weight exceeds capacity
Delivery Number: 871499, Reason: Weight cannot be zero or negative
Delivery Number: 871520, Reason: Missing Weight
Delivery Number: 871523, Reason: Weight cannot be zero or negative
Delivery Number: 871525, Reason: Weight exceeds capacity
Delivery Number: 871537, Reason: Weight cannot be zero or negative
Delivery Number: 871546, Reason: Missing Area
Delivery Number: 871548, Reason: Weight cannot be zero or negative
Delivery Number: 871565, Reason: Weight exceeds capacity
Delivery Number: 871574, Reason: Weight cannot be zero or negative
Delivery Number: 871576, Reason: Missing Area
Delivery Number: 871582, Reason: Weight exceeds capacity
Delivery Number: 871583, Reason: Weight exceeds capacity
Delivery Number: 871624, Reason: Missing Area
Delivery Number: 871626, Reason: Missing Area
Delivery Number: 871636, Reason: Missing Area
Delivery Number: 871647, Reason: Missing Area
Delivery Number: 871691, Reason: Missing Area
Delivery Number: 871692, Reason: Weight cannot be zero or negative
Delivery Number: 871707, Reason: Weight exceeds capacity
Delivery Number: 871725, Reason: Missing Area
Delivery Number: 871730, Reason: Missing Area
Delivery Number: 871737, Reason: Weight cannot be zero or negative
Delivery Number: 871757, Reason: Weight cannot be zero or negative
Delivery Number: 871759, Reason: Weight exceeds capacity
Delivery Number: 871767, Reason: Missing Priority
Delivery Number: 871786, Reason: Weight cannot be zero or negative
Delivery Number: 871797, Reason: Missing Area
Delivery Number: 871811, Reason: Weight cannot be zero or negative
Delivery Number: 871812, Reason: Weight cannot be zero or negative
Delivery Number: 871824, Reason: Weight cannot be zero or negative
